"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"почему стоит вода после дождя на декинге","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"благоустройство участка ярославская область","2026-07-20 - 2026-08-18","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","",""
"ландшафтное проектирование","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"рыбинск дренажка","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"эксперты рыбинск ландшафтный","2026-07-20 - 2026-08-18","1.00","2.00","200.00","1.00","1.00","1.00","2.00","200.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"составить план дорожек и въезда на участок заказать в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"дренаж участка под ключ ярославль цена","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"участок осенью после дождя одна грязь","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"тутаев ливневая канализация","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"гу ландшафтного проектирования","2026-07-20 - 2026-08-18","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"услуги посадки кустов","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"корчевание деревьев ярославль составление сметы миниpogruzchiki-ru","2026-07-20 - 2026-08-18","1.00","0.00","0.00","14.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"выравнивание участка ярославль оформление заказа техноники-ру","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"когда появляется грязь и слякоть весной или осенью","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"дренаж на участке 10 соток если уже стоит дом","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"можно ли класть брусчатку на старую плитку на тонкий слой гарцовки и все","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"уложить тротуарную плитку в переславле залесском","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"посчитать цену тротуарной дорожки","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"снос зданий","2026-07-20 - 2026-08-18","1.00","0.00","0.00","22.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","22.00",""
"положить брусчатку найти мастера в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"какую киянку использовать при укладке брусчатки","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"отмостка под ключ рыбинск","2026-07-20 - 2026-08-18","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"какая отмостка подойдет для кирпичного дома в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"печник в рыбинске","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"укладка тротуарной плитки тутаев","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"выровнять участок на даче ярославль тарифы техно niki","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"можно ли старую напольную плитку положить на улице","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"цены на заболоченный участок в ярославле","2026-07-20 - 2026-08-18","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"плитка тротуарная укладка цена в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"мастер садоводства ярославской области","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"сколько стоит сделать вокруг дома отвод воды","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"дренаж в переславле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"можно ли тротуарную плитку класть на тротуарную плитку","2026-07-20 - 2026-08-18","1.00","1.00","100.00","3.00","3.00","0.00","0.00","","1.00","1.00","100.00","3.00","3.00","0.00","0.00","","","","0.00","0.00","","",""
"стоимость проектирования благоустройства участка онлайн","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"укладка новой тротуарной плитки на старую можно, или лучше не надо?","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"вытащить трубу из канавы частный дом рыбинск","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"сколько стоит сделать отмостку в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"укладка тротуарной плитки переславль залесский","2026-07-20 - 2026-08-18","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"калькулятор дренажных работ и отмостки для частного дома иваново","2026-07-20 - 2026-08-18","1.00","1.00","100.00","11.00","11.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","1.00","100.00","11.00","11.00"
"что положить на старую плитку в огороде","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"изготовление навесов для автомобилей авито тутаев","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"рыбинск пушкина 39 фото","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"уложить плитку с демонтажем старой на участке","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"если не хватило тротуарной плитки как закончить с другой","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"кустарниковые водохлебы","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"заезд на участок через канаву под ключ тутаев","2026-07-20 - 2026-08-18","1.00","4.00","400.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","1.00","4.00","400.00","7.00","7.00","0.00","0.00","","",""
"смета на замену дренажных колодцев","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"как сделать заявку на спил деревьев в рыбинском районе поселение глебовское","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"укладка брусчатки в городе переславль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"системы автополива под ключ ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"стоимость работы укладка тротуарной плитки сейчас на рынке","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"рыбинск подготовить участок к сносу","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"можно ли тротуарную плитку ложить на старую плитку","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"заливка отмостки в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"печка под ключ","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"выровнять участок на даче ярославль с промокодом tehno niki ру","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
